destination,itinerary,places_covered,hotel_details,cost_per_person,places_to_visit,weather,destination_type
Goa,2 Nights Goa,Goa,"Cidade De Goa , Ihcl Seleqtions,4.5",8729.0, Mmt - Candid Photographer In Goa ,hot,Beach
Goa,3 Nights Goa,Goa,"Amara Grand Baga, Goa, Mmt Holidays Special,",14584.5, Mmt - Candid Photographer In Goa ,hot,Beach
Goa,4 Nights Goa,Goa,"Amara Grand Baga, Goa, Mmt Holidays Special,",16050.5, South Goa Sightseeing By An Muv - For South Goa Hotels - Mmt ,hot,Beach
Manali,3 Nights Manali,Manali,"Larisa Resort,4.5",12930.0," Vashishth Kund ,  Hadimba Temple ,  Tibetan Monastery ,  Personal Photoshoot In Manali ,  Solang Valley ",cool,Mountains
Goa,3 Nights Goa,Goa,"Hotel Colva Kinara,3.8",9259.0, South Goa Sightseeing By An Muv - For South Goa Hotels - Mmt ,hot,Beach
Srinagar,2 Nights Srinagar,Srinagar,"The Orchard Retreat & Spa,4.6",10588.5," Dal Lake ,  Gondola Point ",moderate,Mountains
Jaipur,3 Nights Jaipur,Jaipur,"Milestone 251,4.3",9252.5," Dinner At Rambagh Palace - Mmt ,  City Palace ,  Jantar Mantar ,  Hawa Mahal ,  Morning Cycling Tour Of Jaipur - Mmt ,  Amer Fort ",hot,City
Goa,3 Nights Goa,Goa,"Estrela Do Mar Beach Resort , A Beach Property,4",11007.5, Mmt - Candid Photographer In Goa ,hot,Beach
Srinagar,5 Nights Srinagar,Srinagar,"The Orchard Retreat & Spa,4.6",19330.5," Dal Lake ,  Sonmarg ,  Gondola Point ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shankaracharya Temple ,  Shalimar Garden ",moderate,Mountains
Manali,3 Nights Manali,Manali,"Larisa Resort,4.5",10581.0," Vashishth Kund ,  Hadimba Temple ,  Tibetan Monastery ,  Picnic With A View In Manali - Mmt ,  Solang Valley ",cool,Mountains
Manali,4 Nights Manali,Manali,"Hotel Vintage,4",10995.0," Pandoh Dam ,  Hadimba Temple ,  Tibetan Monastery ,  Vashishth Kund ,  Solang Valley ",cool,Mountains
Srinagar,3 Nights Srinagar,Srinagar,"California Group Of Houseboats,3.6",10121.5," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Dal Lake ,  Gondola Point ",moderate,Mountains
Dharamshala,3 Nights  Daysharamshala,Dharamshala,"Little Mastiff Dharamshala , Unit Of Pong View Hotel,3.9",11288.0," Dalai Lama Temple ,  Bhagsu Falls ,  Church Of St. John ,  War Memorial ,  Kangra Art Museum ,  Cricket Stadium ,  Norbulingka Institute ,  Kangra Devi Temple ",cool,Mountains
Udaipur,3 Nights Udaipur,Udaipur,"Hotel Horizon,3.7",11334.5," Lake Pichola ,  Jag Mandir Palace ,  Dinner At A Lake View Haveli (With Transfers) - Mmt ,  Saheliyon Ki Bari ,  City Palace ",hot,City
Jaipur,3 Nights Jaipur,Jaipur,"Leisure Inn Grand Chanakya , Mmt Holidays Special,",17561.5," Dinner At Padao In Nahargarh Fort (With Transfers) - Mmt ,  Rajasthan - Convenience Value Pack - Suv - Mmt ,  Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ,  Personal Photoshoot At Amer Fort - Mmt ,  Ticket To Light And Sound Show At Amer Fort - Mmt ,  Hot Air Balloon Ride (With Transfers) - Mmt ,  Night City Tour Of Jaipur (With Transfers) - Mmt ",hot,City
Goa,3 Nights Goa,Goa,"Taj Holiday Village Resort & Spa,Sinquerim,Goa,4.7",19704.5, Candle Light Dinner And Miramar Beach Visit (With Transfers) - Mmt ,hot,Beach
Shimla,3 Nights Shimla,Shimla,"Hotel Baljees Regency,4.2",10607.0," Kufri ,  Viceregal Lodge ,  Mall Road ,  Personal Photoshoot In Shimla ",cool,Mountains
Goa,3 Nights Goa,Goa,"Keys Select Ronil Resort,3.7",5461.0," Bangalore To Goa By Bus (Departure Between 5 Pm - 10 Pm) ,  Goa Nightlife Tour (With Transfers) - Mmt ,  Goa To Bangalore By Bus (Departure Between 5 Pm - 9 Pm) ",hot,Beach
Goa,3 Nights Goa,Goa,"Taj Holiday Village Resort & Spa,Sinquerim,Goa,4.7",20907.5, Candle Light Dinner And Miramar Beach Visit (With Transfers) - Mmt ,hot,Beach
Jaipur,3 Nights Jaipur,Jaipur,"Lohagarh Fort Resort,4",16226.0," Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ",hot,City
"Jaipur, Jodhpur, Udaipur","2 Nights Jaipur , 1 Nights Jodhpur , 2 Nights Udaipur","Jaipur, Jodhpur, Udaipur","Ramada Jaipur,4.1,Indana Palace Jodhpur,4.3,The Ananta,4.4",17828.0," City Palace ,  Hawa Mahal ,  Jantar Mantar ,  Amer Fort ,  Mehrangarh Fort ,  Jaswant Thada ,  Ranakpur Jain Temples ",hot,City
Goa,3 Nights Goa,Goa,"Windsor Bay,4",10703.0, Dolphin Trip ,hot,Beach
Jaipur,2 Nights Jaipur,Jaipur,"Lemon Tree Premier Jaipur,4.4",9920.5," Amer Fort ,  Jal Mahal ,  Balaji Temple ",hot,City
Srinagar,3 Nights Srinagar,Srinagar,"The Pride Inn,4.2",8576.0," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Dal Lake ,  Gondola Point ",moderate,Mountains
Jaipur,3 Nights Jaipur,Jaipur,"Red Fox Hotel , Mmt Holiday Special,",18479.0," Dinner At Padao In Nahargarh Fort (With Transfers) - Mmt ,  Rajasthan - Convenience Value Pack - Suv - Mmt ,  Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ,  Ticket To Light And Sound Show At Amer Fort - Mmt ,  Personal Photoshoot At Amer Fort - Mmt ,  Night City Tour Of Jaipur (With Transfers) - Mmt ,  Hot Air Balloon Ride (With Transfers) - Mmt ",hot,City
"Jaipur, Jodhpur, Udaipur","3 Nights Jaipur , 2 Nights Jodhpur , 2 Nights Udaipur","Jaipur, Jodhpur, Udaipur","Souvenir Peppermint,3.9,Lariya Resort,4.3,Justa Rajputana,4.2",20559.5," City Palace ,  Hawa Mahal ,  Jantar Mantar ,  Amer Fort ,  Albert Hall Museum ,  Bhangarh Fort ,  Mehrangarh Fort ,  Jaswant Thada ,  Umaid Bhawan Palace ",hot,City
Srinagar,4 Nights Srinagar,Srinagar,"California Group Of Houseboats,3.6",12278.0," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Dal Lake ,  Gondola Point ,  Avantipur Ruins ,  Full Day Excursion From Srinagar To Doodhpatri - Mmt ",moderate,Mountains
Goa,4 Nights Goa,Goa,"Amara Grand Baga, Goa, Mmt Holidays Special,",14206.5," North Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ,  South Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ",hot,Beach
Jaipur,3 Nights Jaipur,Jaipur,"Achrol Niwas A Treehouse Resort,3.5",15303.5," Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ,  Hot Air Balloon Ride (With Transfers) - Mmt ",hot,City
Srinagar,5 Nights Srinagar,Srinagar,"The Orchard Retreat & Spa,4.6",19174.0," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Gondola Point ,  Kheerbhavani ",moderate,Mountains
Goa,3 Nights Goa,Goa,"Amara Grand Baga, Goa, Mmt Holidays Special,",9756.0," Ahmedabad To Goa Bus Ticket With Private Transfer To North Goa Hotels - Mmt ,  Night-Out In Goa - For North Goa Clients ,  Goa To Ahmedabad Bus Ticket With Private Transfer From North Goa Hotels - Mmt ",hot,Beach
Nainital,4 Nights Nainital,Nainital,"Vikram Vintage Inn,4.1",15321.5," Nainital Zoo ,  Naina Devi Temple ,  Lands End ,  Mall Road ,  Tiffin Top ,  Naini Lake ,  Sattal ,  Bhimtal ,  Mukhteshwar Dham ,  Chauli Ki Jaali ",cool,Mountains
Goa,3 Nights Goa,Goa,"Amara Grand Baga, Goa, Mmt Holidays Special,",9729.5, Self Drive Suv For 4 Days From Mumbai ,hot,Beach
Shimla,2 Nights Shimla,Shimla,"Clarkes Hotel, A Grand Heritage Hotel Since 1898,4.5",7441.5," Viceregal Lodge ,  Mall Road ,  Kufri ",cool,Mountains
Shimla,2 Nights Shimla,Shimla,"The Oberoi Cecil,4.7",11365.0," Bus From Delhi To Shimla ,  Bus From Shimla To Delhi ",cool,Mountains
Goa,2 Nights Goa,Goa,"The Park Calangute,4",14485.5, Quad Bike Ride/Atv And Kayaking For Guests Staying In North Goa (With Transfer) - Mmt ,hot,Beach
"Jaipur, Jodhpur, Udaipur","2 Nights Jaipur , 1 Nights Jodhpur , 2 Nights Udaipur","Jaipur, Jodhpur, Udaipur","Ramada Jaipur,4.1,Indana Palace Jodhpur,4.3,The Ananta,4.4",17152.5," City Palace ,  Hawa Mahal ,  Jantar Mantar ,  Amer Fort ,  Mehrangarh Fort ,  Jaswant Thada ,  Ranakpur Jain Temples ",hot,City
Srinagar,2 Nights Srinagar,Srinagar,"Vivanta Dal View,4.7",14716.0," Dal Lake ,  Sonmarg ,  Thajiwas Glacier ",moderate,Mountains
Chennai,3 Nights Chennai,Chennai,"The Park Chennai,3.8",15840.0," Marina Beach ,  Fort St. George ,  Kapaleeshwar Temple ",moderate,City
Udaipur,4 Nights Udaipur,Udaipur,"Hotel Horizon,3.7",12493.0," Kumbhalgarh ,  Haldighati ,  Saheliyon Ki Bari ,  City Palace ,  Sajjangarh Palace ",hot,City
Goa,3 Nights Goa,Goa,"Amara Grand Baga, Goa, Mmt Holidays Special,",9231.0, Mmt - Candid Photographer In Goa ,hot,Beach
Goa,4 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",17146.0," South Goa Sightseeing By An Muv - For South Goa Hotels - Mmt ,  North Goa Sightseeing By An Muv - For South Goa Hotels - Mmt ",hot,Beach
Goa,5 Nights Goa,Goa,"Amara Grand Baga, Goa, Mmt Holidays Special,",13814.5, North Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ,hot,Beach
Goa,4 Nights Goa,Goa,"Hotel Colva Kinara,3.8",10244.5," South Goa Sightseeing By An Muv - For South Goa Hotels - Mmt ,  North Goa Sightseeing By An Muv - For South Goa Hotels - Mmt ",hot,Beach
Jaipur,3 Nights Jaipur,Jaipur,"Red Fox Hotel , Mmt Holiday Special,",14150.5," Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ,  Horseback Riding In The Countryside Of Jaipur - Mmt ,  Ticket To Light And Sound Show At Amer Fort - Mmt ",hot,City
Dharamshala,2 Nights  Daysharamshala,Dharamshala,"Little Mastiff Dharamshala , Unit Of Pong View Hotel,3.9",4039.5," Dalai Lama Temple ,  Bhagsu Falls ,  Church Of St. John ,  War Memorial ,  Kangra Art Museum ,  Norbulingka Institute ,  Mall Road ",cool,Mountains
Goa,3 Nights Goa,Goa,"I Love Bell Bottoms Goa,4.2",7791.5, Mmt - Candid Photographer In Goa ,hot,Beach
Goa,5 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.2",14627.5, North Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ,hot,Beach
Udaipur,2 Nights Udaipur,Udaipur,"Taj Lake Palace,4.8",48887.0," Lake Pichola ,  Jag Mandir Palace ,  Sajjangarh Palace ",hot,City
Goa,3 Nights Goa,Goa,"Neelam'S The Grand,3.9",12565.5," Goa - Convenience Value Pack - Mmt ,  Visit To Elephant Village (With Transfers And Lunch) For Guests Staying In North Goa Only - Mmt ",hot,Beach
Goa,5 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",20896.5, North Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ,hot,Beach
Udaipur,3 Nights Udaipur,Udaipur,"Hotel Horizon,3.7",13216.0," Convenience Value Pack For Sedan - Mmt ,  Boat Ride To Jag Mandir Palace - Mmt ,  High Tea At The Sunset Terrace Of The Fateh Prakash Palace - Mmt ",hot,City
Srinagar,3 Nights Srinagar,Srinagar,"The Orchard Retreat & Spa,4.6",13975.0," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Dal Lake ,  Gondola Point ",moderate,Mountains
Goa,2 Nights Goa,Goa,"Nagoa Grande Resort & Spa,3.1",12254.0," Quad Bike Ride/Atv And Kayaking For Guests Staying In South Goa (With Transfer) - Mmt ,  Quad Bike Ride/Atv And Kayaking For Guests Staying In North Goa (With Transfer) - Mmt ",hot,Beach
Goa,5 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.2",19790.5, North Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ,hot,Beach
Goa,2 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",6686.5," Hyderabad To Goa Bus Ticket - Mmt ,  Jet Ski And Ringo Ride At Calangute Beach - Mmt ,  Goa To Hyderabad Bus Ticket - Mmt ",hot,Beach
Shimla,2 Nights Shimla,Shimla,"Clarkes Hotel, A Grand Heritage Hotel Since 1898,4.5",7441.5," Viceregal Lodge ,  Mall Road ,  Kufri ",cool,Mountains
Goa,3 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",16367.0, Cooking Lessons By Home Chef Aditi Malhotra (With Transfers) - Mmt ,hot,Beach
Udaipur,2 Nights Udaipur,Udaipur,"Hotel Horizon,3.7",6327.5, Private Sunset Boat Ride At Lake Pichola - Mmt ,hot,City
Manali,3 Nights Manali,Manali,"Snow Valley Resorts,4.4",12159.0," Vashishth Kund ,  Hadimba Temple ,  Tibetan Monastery ,  Personal Photoshoot In Manali ,  Solang Valley ",cool,Mountains
Srinagar,4 Nights Srinagar,Srinagar,"The Orchard Retreat & Spa,4.6",17492.0," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Dal Lake ,  Gondola Point ,  Avantipur Ruins ",moderate,Mountains
Srinagar,3 Nights Srinagar,Srinagar,"California Group Of Houseboats,3.6",10586.5," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Dal Lake ,  Gondola Point ",moderate,Mountains
Shimla,3 Nights Shimla,Shimla,"Clarkes Hotel, A Grand Heritage Hotel Since 1898,4.8",20395.5," Shimla Church ,  Scandal Point ,  Gaeity Theatre ,  Townhall ,  Kufri ,  Indira Bunglow ,  Himalayan Zoo ,  Naldhera ,  Mall Road ,  Scandal Point ,  Shimla Church ,  Gaeity Theatre ,  Townhall ,  Personal Photoshoot In Shimla ",cool,Mountains
Udaipur,2 Nights Udaipur,Udaipur,"Amantra Shilpi Resort Spa & Club,3.9",11174.5, Dinner At A Lake View Haveli (With Transfers) - Mmt ,hot,City
Srinagar,5 Nights Srinagar,Srinagar,"Vivanta Dal View,4.7",32705.0," Dal Lake ,  Sonmarg ,  Gondola Point ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shankaracharya Temple ,  Shalimar Garden ",moderate,Mountains
Goa,3 Nights Goa,Goa,"Hotel Colva Kinara,3.8",11472.0, Mmt - Candid Photographer In Goa ,hot,Beach
"Jaipur, Jodhpur, Udaipur","2 Nights Jaipur , 1 Nights Jodhpur , 2 Nights Udaipur","Jaipur, Jodhpur, Udaipur","Hotel Marc Inn Vaishali Nagar,3.4,Park Plaza , Mmt Holidays Special,,Hotel Yois Udaipur , Mmt Holidays Special,",13614.0," City Palace ,  Hawa Mahal ,  Jantar Mantar ,  Amer Fort ,  Mehrangarh Fort ,  Jaswant Thada ,  Ranakpur Jain Temples ",hot,City
Dharamshala,3 Nights  Daysharamshala,Dharamshala,"Hotel The Vaikunth,3.9",18844.5," Dalai Lama Temple ,  Bhagsu Falls ,  Church Of St. John ,  War Memorial ,  Kangra Art Museum ,  Cricket Stadium ,  Norbulingka Institute ,  Kangra Art Museum ",cool,Mountains
Udaipur,3 Nights Udaipur,Udaipur,"The Ananta,4.4",16031.0," Convenience Value Pack For Sedan - Mmt ,  Boat Ride To Jag Mandir Palace - Mmt ,  High Tea At The Sunset Terrace Of The Fateh Prakash Palace - Mmt ",hot,City
Manali,3 Nights Manali,Manali,"Manuallaya The Resort Spa In The Himalayas,4.5",10523.0," Vashishth Kund ,  Hadimba Temple ,  Tibetan Monastery ,  Picnic With A View In Manali - Mmt ,  Solang Valley ",cool,Mountains
Nainital,2 Nights Nainital,Nainital,"Hotel Maya Regency Bhimtal,3.8",8367.0," Naina Devi Temple ,  Mall Road ,  Naini Lake ,  Nainital Zoo ,  Eco Cave Garden ",cool,Mountains
Goa,2 Nights Goa,Goa,"Santana Beach Resort,4.5",5818.0," Ahmedabad To Goa By Bus (Departure Between 12 Pm - 2 Pm) ,  Jet Ski And Ringo Ride At Calangute Beach - Mmt ,  Goa To Ahmedabad By Bus (Departure Between 7 Am - 9 Am) ",hot,Beach
Srinagar,2 Nights Srinagar,Srinagar,"California Group Of Houseboats,3.6",9177.0," Dal Lake ,  Gondola Point ",moderate,Mountains
Manali,3 Nights Manali,Manali,"Hotel Vintage,4",13517.0," Vashishth Kund ,  Hadimba Temple ,  Tibetan Monastery ,  Personal Photoshoot In Manali ,  Solang Valley ",cool,Mountains
Goa,3 Nights Goa,Goa,"Doubletree By Hilton Hotel Goa,Arpora, Baga,3.9",12659.5," Romantic Experiences For Couples From North Goa Hotels (With Transfers) ,  Mmt - Candid Photographer In Goa ",hot,Beach
Goa,3 Nights Goa,Goa,"Estrela Do Mar Beach Resort , A Beach Property,4",13930.0, Romantic Experiences For Couples From North Goa Hotels (With Transfers) ,hot,Beach
Goa,3 Nights Goa,Goa,"Palmarinha Resort And Suites,3.7",6475.0, Dudhsagar Trip - For North Goa Hotels - Wagonr/Similar ,hot,Beach
"Jaipur, Jodhpur, Udaipur","2 Nights Jaipur , 1 Nights Jodhpur , 2 Nights Udaipur","Jaipur, Jodhpur, Udaipur","Ramada Jaipur,4.1,Indana Palace Jodhpur,4.4,The Ananta,4.4",21120.5," City Palace ,  Hawa Mahal ,  Jantar Mantar ,  Amer Fort ,  Mehrangarh Fort ,  Jaswant Thada ,  Ranakpur Jain Temples ",hot,City
Shimla,3 Nights Shimla,Shimla,"Clarkes Hotel, A Grand Heritage Hotel Since 1898,4.8",16978.5," Kufri ,  Viceregal Lodge ,  Mall Road ,  Personal Photoshoot In Shimla ",cool,Mountains
Goa,5 Nights Goa,Goa,"The Ocean Park Resort,3.7",24860.0, South Goa Sightseeing By An Muv - For South Goa Hotels - Mmt ,hot,Beach
Goa,3 Nights Goa,Goa,"The Ocean Park Resort,3.7",13027.5, South Goa Hop-On Hop-Off (Hoho) Tour (1 Day Pass Without Transfers) - Mmt ,hot,Beach
Goa,3 Nights Goa,Goa,"Resort Terra Paraiso , A  Beach Property.,4.2",8481.5, Dolphin Trip ,hot,Beach
Udaipur,3 Nights Udaipur,Udaipur,"The Ananta,4.4",12918.0," Lake Pichola ,  Jag Mandir Palace ,  Saheliyon Ki Bari ,  City Palace ",hot,City
Jaipur,2 Nights Jaipur,Jaipur,"The Oberoi Rajvilas,4.6",41644.5," Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ",hot,City
Goa,2 Nights Goa,Goa,"Hard Rock Hotel Goa,4.2",12686.0, Mmt - Wind Surfing - October To May ,hot,Beach
Shimla,4 Nights Shimla,Shimla,"Hotel Baljees Regency,4.2",7622.5," Kufri ,  Mall Road ,  Shimla Church ,  Scandal Point ,  Gaeity Theatre ,  Townhall ,  Naldhera ,  Mashobra ,  India Gate ,  Lotus Temple ,  Iskcon Temple ",cool,Mountains
Goa,3 Nights Goa,Goa,"Hard Rock Hotel Goa,4.2",16262.0, Dolphin Trip ,hot,Beach
Udaipur,2 Nights Udaipur,Udaipur,"Hotel Yois Udaipur , Mmt Holidays Special,",9250.0," Lake Pichola ,  Jag Mandir Palace ,  Sajjangarh Palace ",hot,City
Udaipur,2 Nights Udaipur,Udaipur,"Shree Vilas Orchid,By Lake Pichhola,3.7",12547.0," Lake Pichola ,  Jag Mandir Palace ,  High Tea At The Sunset Terrace Of The Fateh Prakash Palace - Mmt ,  Sajjangarh Palace ",hot,City
Udaipur,2 Nights Udaipur,Udaipur,"Swaroop Vilas,3.8",12086.0," Lake Pichola ,  Jag Mandir Palace ,  Private Sunset Boat Ride At Lake Pichola - Mmt ,  Sajjangarh Palace ",hot,City
Srinagar,3 Nights Srinagar,Srinagar,"The Pride Inn,4.2",9169.0," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Dal Lake ,  Gondola Point ",moderate,Mountains
Goa,3 Nights Goa,Goa,"Radisson Goa Candolim,4.2",12520.0," Candle Light Dinner And Miramar Beach Visit (With Transfers) - Mmt ,  North Goa Hop-On Hop-Off (Hoho) Tour (1 Day Pass Without Transfers) - Mmt ",hot,Beach
Goa,4 Nights Goa,Goa,"Planet Hollywood Beach Resort,4.6",23320.0," Goa - Convenience Value Pack - Mmt ,  Romantic Experiences For Couples From South Goa Hotels (With Transfers) ,  Mmt - Candid Photographer In Goa ",hot,Beach
Jaipur,2 Nights Jaipur,Jaipur,"Ramada Jaipur,4.1",5090.0," Return Volvo Tickets Ex Delhi ,  Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ",hot,City
Goa,3 Nights Goa,Goa,"Windsor Bay,4",13413.5, Dolphin Trip ,hot,Beach
Goa,3 Nights Goa,Goa,"Amara Grand Baga, Goa, Mmt Holidays Special,",7827.5," Crab Catching In Goa (With Refreshments) - Mmt ,  Mmt - Candid Photographer In Goa ",hot,Beach
Jaipur,3 Nights Jaipur,Jaipur,"Red Fox Hotel , Mmt Holiday Special,",8259.5," Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ,  Home Chef - Enjoy A Traditional Rajasthani Meal With A Royal Family - Mmt ",hot,City
Shimla,3 Nights Shimla,Shimla,"Summit Thistle Villa Resort & Spa,4.3",13497.5," Kufri ,  Viceregal Lodge ,  Mall Road ,  Personal Photoshoot In Shimla ",cool,Mountains
Srinagar,3 Nights Srinagar,Srinagar,"California Group Of Houseboats,",10370.0," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Dal Lake ,  Gondola Point ",moderate,Mountains
Jaipur,3 Nights Jaipur,Jaipur,"Red Fox Hotel , Mmt Holiday Special,",16470.0," Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ,  Motorcycle Tour To Sambhar Lake With Lunch At Fort Sawarda ,  Guided Jeep Safari To Kanota Lake With Lunch - Mmt ,  Ticket To Light And Sound Show At Amer Fort - Mmt ",hot,City
Jaipur,3 Nights Jaipur,Jaipur,"Ramada Jaipur,4.1",21303.5," Rajasthan - Convenience Value Pack - Suv - Mmt ,  Walking And Food Tasting Tour - Mmt ,  Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ,  Dinner At Padao In Nahargarh Fort (With Transfers) - Mmt ,  Jeep Safari In A Village - Mmt ,  Personal Photoshoot At Amer Fort - Mmt ,  Hot Air Balloon Ride (With Transfers) - Mmt ",hot,City
"Jaipur, Jodhpur, Udaipur","2 Nights Jaipur , 2 Nights Jodhpur , 2 Nights Udaipur","Jaipur, Jodhpur, Udaipur","Hotel Paradise,3.9,The Fern Residency,3.9,Hotel Lakend,4.4",18681.5," City Palace ,  Hawa Mahal ,  Jantar Mantar ,  Rajasthan - Convenience Value Pack - Suv - Mmt ,  Albert Hall Museum ,  Amer Fort ,  Mehrangarh Fort ,  Jaswant Thada ,  Umaid Bhawan Palace ,  Ranakpur Jain Temples ",hot,City
Goa,3 Nights Goa,Goa,"Novotel Goa Dona Sylvia Resort,4.4",10202.0, Combo Sightseeing Tour (North & South Goa) - For North Goa Hotels ,hot,Beach
Goa,4 Nights Goa,Goa,"The Lalit Golf & Spa Resort,4.1",18241.0, North & South Goa Hop-On Hop-Off (Hoho) Tour (2 Day Pass Without Transfers) - Mmt ,hot,Beach
Udaipur,3 Nights Udaipur,Udaipur,"Hotel Horizon,3.7",9011.5," Lake Pichola ,  Jag Mandir Palace ,  Saheliyon Ki Bari ,  City Palace ",hot,City
Udaipur,3 Nights Udaipur,Udaipur,"Hotel Horizon,3.7",9844.5," Lake Pichola ,  Jag Mandir Palace ,  Saheliyon Ki Bari ,  City Palace ",hot,City
Shimla,2 Nights Shimla,Shimla,"Kyriad Hotel Shimla (A Unit Of Hotel C K Int.),4.0",5610.5," Viceregal Lodge ,  Mall Road ,  Kufri ",cool,Mountains
Srinagar,2 Nights Srinagar,Srinagar,"California Group Of Houseboats,3.6",9147.5," Dal Lake ,  Gondola Point ",moderate,Mountains
Goa,2 Nights Goa,Goa,"Hard Rock Hotel Goa,4.2",14821.5, One Hour Luxury Yacht Ride (With Transfers And Refreshments) ,hot,Beach
Goa,3 Nights Goa,Goa,"Amara Grand Baga, Goa, Mmt Holidays Special,",11745.5, Authentic Goan Meal By Home Chef Aditi Malhotra (With Transfers) - Mmt ,hot,Beach
Goa,2 Nights Goa,Goa,"The Park Calangute,4",16643.5, One Hour Luxury Yacht Ride (With Transfers And Refreshments) ,hot,Beach
Goa,3 Nights Goa,Goa,"Doubletree By Hilton Hotel Goa,Arpora, Baga,3.9",12117.0," Romantic Experiences For Couples From North Goa Hotels (With Transfers) ,  Mmt - Candid Photographer In Goa ",hot,Beach
Goa,3 Nights Goa,Goa,"Amara Grand Baga, Goa, Mmt Holidays Special,",14899.5, Authentic Goan Meal By Home Chef Aditi Malhotra (With Transfers) - Mmt ,hot,Beach
Srinagar,3 Nights Srinagar,Srinagar,"The Pride Inn,4.0",9889.5," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Dal Lake ,  Gondola Point ",moderate,Mountains
Goa,3 Nights Goa,Goa,"Amara Grand Baga, Goa, Mmt Holidays Special,",8354.0, Mmt - Candid Photographer In Goa ,hot,Beach
Goa,3 Nights Goa,Goa,"Keys Select Ronil Resort,3.7",8727.5, Romantic Experiences For Couples From North Goa Hotels (With Transfers) ,hot,Beach
Srinagar,4 Nights Srinagar,Srinagar,"Radisson Srinagar,3.9",19087.5," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Dal Lake ,  Gondola Point ,  Avantipur Ruins ",moderate,Mountains
Udaipur,2 Nights Udaipur,Udaipur,"Saagasa Hotel Yois,3.8",5631.0, High Tea At The Sunset Terrace Of The Fateh Prakash Palace - Mmt ,hot,City
Dharamshala,3 Nights  Daysharamshala,Dharamshala,"Hotel Bobsnbarley,3.6",21528.5," Dalai Lama Temple ,  Bhagsu Falls ,  Church Of St. John ,  War Memorial ,  Kangra Art Museum ,  Cricket Stadium ,  Norbulingka Institute ,  Kangra Art Museum ",cool,Mountains
Goa,3 Nights Goa,Goa,"Taj Fort Aguada Resort & Spa, Candolim,Goa,4.6",32186.5," North Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ,  South Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ",hot,Beach
Goa,3 Nights Goa,Goa,"Amara Grand Baga, Goa, Mmt Holidays Special,",9795.5," Goa - Convenience Value Pack - Mmt ,  North Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ",hot,Beach
